t,x,y,p
138718,1277,229,1
138727,702,637,1
138728,379,665,0
138733,460,371,0
138734,255,479,0
138734,629,334,0
138735,1154,639,0
138737,293,456,1
138737,124,93,0
138746,27,277,1
138747,518,399,1
138752,673,46,0
138754,300,281,1
138757,557,693,1
138764,1034,84,1
138764,839,157,0
138766,878,535,1
138767,1123,505,1
138770,990,560,1
138773,502,143,1
138773,971,679,1
138775,512,534,0
138778,123,312,1
138781,151,186,1
138781,701,63,0
138782,79,589,1
138783,1150,168,1
138785,769,617,1
138788,1254,367,1
138788,1254,367,1
138792,207,236,1
138792,379,139,1
138792,265,501,1
138794,573,304,1
138797,861,495,1
138797,930,360,1
138798,928,131,0
138798,1044,591,1
138799,984,331,1
138799,420,19,1
138799,1108,678,1
138800,102,398,1
138800,1058,284,1
138801,796,238,1
138801,138,475,1
138801,947,173,1
138805,96,38,1
138805,511,422,1
138806,343,429,1
138807,84,213,1
138808,1147,176,1
138808,1147,176,1
138808,963,598,1
138809,774,322,1
138810,1102,441,1
138814,207,142,1
138815,228,372,1
138815,228,372,1
138817,1027,554,1
138819,269,431,0
138820,756,615,1
138821,162,558,1
138822,1203,616,1
138822,1203,616,1
138823,1233,64,1
138823,622,340,1
138824,758,407,1
138825,664,355,1
138826,625,463,1
138827,239,408,1
138827,239,408,1
138830,571,448,1
138830,923,223,1
138831,704,384,1
138832,1238,454,1
138833,624,659,1
138835,1204,387,0
138837,739,351,0
138838,135,327,1
138838,1212,494,1
138839,979,705,1
138839,319,594,1
138839,835,449,1
138843,618,382,0
138847,200,544,1
138848,331,604,1
138848,1091,299,1
138856,515,68,1
138858,1113,400,1
138858,1113,400,1
138863,949,37,1
138875,716,248,1
138877,162,466,1
138878,153,401,1
138881,524,125,1
138882,347,118,1
138884,236,705,1
138887,34,86,1
138893,288,119,1
138894,493,521,1
138909,454,256,1
138912,875,467,1
138920,337,158,1
138923,1147,471,1
138925,1180,91,1
138930,182,448,1
138939,594,49,1
138940,1102,653,1
138941,269,81,1
138944,17,35,0
138946,81,387,0
138948,153,610,1
138951,1169,549,1
138951,670,277,1
138960,994,421,1
138961,465,389,1
138962,661,145,1
138964,668,525,1
138966,439,609,1
138966,303,47,1
138971,570,522,1
138971,107,637,1
138977,1253,66,1
138977,1253,66,1
138977,585,498,1
138978,126,479,1
138978,363,44,1
138980,646,667,0
138980,1087,612,0
138983,406,527,0
138984,61,83,1
138994,481,649,1
138996,1144,17,0
139000,309,50,0
139005,1245,126,1
139006,306,564,1
139007,457,427,1
139011,782,302,1
139012,320,71,0
139014,30,568,0
139014,1184,630,1
139015,953,202,1
139015,764,713,1
139018,824,703,1
139019,9,591,0
139021,575,608,1
139022,357,327,1
139023,286,61,1
139025,214,185,1
139027,1153,570,0
139036,480,150,1
139043,775,609,1
139049,870,143,1
139052,1118,77,1
139054,321,91,1
139055,747,717,0
139064,532,32,1
139064,775,145,0
139071,265,274,0
139071,320,664,0
139072,783,391,1
139074,239,412,1
139076,953,158,0
139078,870,185,0
139078,246,652,1
139081,1074,259,1
139083,882,44,0
139084,593,220,1
139085,235,673,0
139088,1256,23,1
139090,629,564,1
139090,332,318,1
139091,946,680,1
139092,594,160,1
139094,938,360,1
139094,134,504,1
139096,493,429,1
139098,13,456,1
139102,421,311,0
139102,687,581,1
139102,1063,583,0
139103,975,269,1
139105,737,201,1
139108,843,126,1
139108,641,580,1
139109,495,696,1
139109,495,696,1
139110,711,12,1
139110,964,650,1
139111,402,160,1
139113,949,667,1
139113,248,377,1
139113,1019,24,1
139114,169,91,1
139115,162,503,1
139117,454,161,1
139118,1103,180,0
139119,537,633,1
139120,975,20,1
139121,711,40,1
139121,271,496,0
139122,1004,79,1
139123,1139,470,1
139123,827,664,1
139124,827,664,1
139124,672,32,1
139124,1106,502,1
139125,456,4,1
139126,146,125,1
139127,849,190,1
139127,849,190,1
139129,18,549,1
139131,560,569,1
139131,1223,555,1
139132,1052,168,1
139133,1160,590,1
139133,1184,281,1
139134,1142,555,1
139134,786,573,1
139136,638,338,1
139138,919,121,1
139139,151,620,1
139142,675,272,1
139145,240,504,1
139145,350,498,1
139145,185,154,0
139148,262,509,1
139149,1107,657,1
139151,766,338,1
139153,333,601,1
139153,835,554,1
139153,100,84,1
139159,143,172,1
139160,550,462,1
139160,56,370,1
139161,231,434,1
139163,138,250,1
139164,619,308,1
139169,1259,374,1
139171,1233,668,0
139172,1109,678,1
139175,101,45,1
139178,665,32,1
139180,109,500,1
139182,356,391,1
139184,816,30,1
139194,52,608,1
139195,669,329,1
139196,1163,266,1
139200,46,354,0
139202,1104,469,1
139203,638,582,1
139209,741,578,1
139210,385,457,1
139211,899,712,1
139214,780,12,1
139214,780,12,1
139217,577,108,1
139222,790,151,1
139223,276,491,1
139225,46,162,0
139232,1044,62,1
139234,648,527,1
139236,345,43,1
139244,739,652,1
139245,901,392,1
139258,881,561,1
139259,1025,90,0
139265,1139,452,0
139267,902,688,0
139276,1011,194,0
139281,674,207,1
139284,1248,290,0
139286,322,133,0
139289,1196,135,0
139296,477,114,1
139299,952,642,1
139299,581,390,1
139302,1079,41,1
139304,124,689,1
139313,358,206,0
139313,1023,674,1
139315,93,314,0
139319,414,78,1
139323,504,716,1
139325,1151,267,1
139327,1184,551,1
139327,1184,551,1
139330,1127,348,0
139334,164,217,1
139336,325,272,0
139343,673,142,1
139345,73,379,0
139353,656,23,1
139355,997,101,0
139356,83,62,0
139356,244,276,1
139364,888,709,1
139365,1220,658,1
139368,1206,85,1
139370,587,556,0
139371,1116,676,1
139371,228,165,1
139374,1244,301,1
139377,414,701,1
139378,522,147,1
139378,1217,174,1
139379,734,27,1
139382,508,575,1
139385,380,246,1
139387,370,497,1
139388,817,342,1
139390,1091,17,0
139393,740,489,0
139399,27,149,0
139402,618,625,1
139405,330,522,0
139416,405,295,1
139416,1262,3,1
139419,1250,251,1
139420,65,463,0
139420,486,240,1
139420,486,240,1
139426,653,242,1
139427,731,272,1
139427,675,553,1
139431,1101,456,1
139431,1101,456,1
139433,343,339,0
139434,998,302,1
139435,1157,337,1
139438,997,437,1
139438,327,422,0
139444,0,171,1
139457,1118,12,1
139457,476,320,0
139457,521,595,1
139459,1112,162,1
139460,869,684,1
139474,57,508,0
139475,115,481,0
139475,50,175,0
139476,1169,573,1
139477,302,481,0
139477,64,571,0
139482,328,163,0
139483,761,289,0
139486,347,636,0
139486,986,320,0
139487,1189,472,1
139491,967,441,0
139498,270,335,0
139500,464,138,0
139501,1167,250,0
139503,37,648,0
139508,348,252,1
139514,259,529,1
139515,607,293,0
139518,245,670,0
139519,531,359,0
139521,226,249,0
139521,911,554,0
139526,1249,449,0
139526,487,426,0
139529,131,31,1
139530,275,417,1
139535,1260,410,0
139536,498,314,0
139538,112,618,0
139540,928,588,0
139542,220,140,1
139549,1229,92,0
139551,670,555,1
139563,1095,113,0
139565,1117,491,0
139566,85,505,1
139567,36,394,1
139567,1198,475,0
139568,214,697,0
139577,571,687,0
139588,1184,619,1
139593,730,698,1
139598,1133,581,1
139607,341,201,0
139608,827,576,1
139619,953,440,1
139622,1136,182,1
139627,939,212,1
139627,350,297,1
139628,1145,187,1
139629,793,547,1
139631,190,485,1
139631,691,246,0
139637,480,590,1
139638,41,238,1
139638,319,230,1
139639,168,40,1
139640,537,29,1
139640,373,167,0
139640,1084,708,1
139640,1084,708,1
139640,1084,708,1
139640,596,158,1
139641,759,167,1
139641,478,144,0
139648,1255,328,0
139650,1096,45,1
139651,814,222,0
139655,775,390,1
139660,1030,553,1
139662,1072,592,0
139665,228,30,0
139668,470,371,1
139671,483,96,1
139671,265,45,0
139673,425,168,0
139676,816,457,1
139681,1055,352,1
139682,622,73,1
139686,268,495,0
139693,815,599,1
139708,1215,181,0
139709,1112,416,0
139709,754,503,0
139712,225,516,0
139713,949,20,0
139714,477,583,1
139717,619,547,1
139729,508,154,0
139733,676,481,0
139738,673,482,1
139738,1183,643,1
139738,1271,6,1
139740,684,661,0
139741,801,16,0
139743,246,105,0
139745,33,534,0
139748,280,400,1
139748,1054,1,1
139750,397,390,0
139756,704,111,0
139760,851,587,1
139761,175,422,1
139768,45,89,1
139769,281,164,1
139773,1164,363,0
139775,831,304,1
139778,1163,503,0
139783,362,43,1
139787,1187,410,1
139789,422,670,1
139790,677,300,0
139794,1158,457,0
139799,840,587,0
139800,1121,6,0
139802,813,37,0
139805,45,596,0
139813,302,104,0
139814,822,338,1
139814,822,338,1
139814,93,337,0
139815,738,39,0
139817,933,391,0
139819,397,610,0
139821,300,654,1
139823,142,100,0
139826,174,474,1
139830,435,235,0
139833,99,144,0
139833,288,131,0
139834,201,0,0
139836,919,240,1
139838,186,352,1
139840,614,610,1
139840,707,667,1
139842,269,504,1
139843,491,45,1
139844,241,379,0
139846,228,689,0
139846,405,710,1
139851,433,4,1
139855,867,609,0
139856,278,436,0
139856,320,622,1
139856,320,622,1
139858,425,158,0
139859,1040,257,1
139860,1025,132,0
139861,556,517,0
139865,269,496,0
139867,360,259,0
139868,375,353,1
139869,94,4,1
139890,100,716,0
139893,870,375,1
139895,339,396,0
139896,399,310,0
139901,744,388,1
139902,867,389,1
139902,909,169,0
139904,440,129,1
139905,8,557,1
139907,1018,422,1
139910,134,520,0
139913,913,91,1
139914,366,607,1
139916,304,588,1
139917,737,121,0
139924,934,170,1
139925,805,562,0
139925,789,694,0
139934,286,1,1
139934,286,1,1
139940,868,73,1
139941,213,157,1
139943,380,486,0
139950,863,530,1
139953,40,38,1
139954,12,372,0
139956,862,253,1
139960,275,557,1
139965,93,332,0
139965,244,386,1
139965,839,589,1
139965,1238,30,0
139966,1151,225,0
139967,1142,5,1
139970,292,569,1
139971,1145,536,0
139973,597,233,1
139979,1229,420,0
139983,297,16,0
139984,556,410,0
139991,443,620,0
139994,1151,185,1
139995,83,273,1
139996,782,38,1
139997,422,307,0
140000,788,337,1
140004,463,351,1
140011,274,190,1
140012,1038,216,0
140014,116,583,1
140016,171,51,0
140018,261,172,0
140018,2,687,0
140024,365,246,0
140026,1071,185,0
140032,408,708,1
140034,347,73,0
140035,639,511,1
140039,840,356,0
140052,1159,268,1
140052,1159,268,1
140061,758,524,0
140066,1148,401,0
140069,422,692,1
140072,780,370,1
140073,540,434,0
140075,400,149,1
140076,1234,350,1
140077,88,387,1
140078,548,598,0
140079,1058,468,0
140079,593,109,1
140079,593,109,1
140080,1008,399,1
140082,35,432,0
140084,1015,389,1
140084,1015,389,1
140085,57,193,1
140087,901,429,1
140088,901,429,1
140089,101,650,1
140090,1276,389,0
140091,126,587,0
140093,522,354,1
140093,330,203,1
140094,886,713,1
140095,10,248,1
140100,343,423,1
140101,343,423,1
140104,431,141,1
140104,928,689,0
140107,1168,100,1
140108,836,707,1
140109,203,120,1
140111,1044,490,1
140112,897,541,0
140113,653,391,0
140113,1008,210,1
140114,230,292,1
140114,1246,703,1
140118,747,447,1
140119,0,613,1
140121,1268,87,1
140122,271,410,1
140122,342,640,1
140122,342,640,1
140122,180,325,1
140125,1263,67,1
140125,1263,67,1
140125,1135,682,1
140126,1157,135,1
140126,42,215,1
140127,477,379,1
140128,934,327,1
140128,659,469,1
140130,266,510,1
140130,33,559,1
140131,251,251,0
140137,1181,115,1
140138,272,60,1
140140,1115,408,1
140141,143,300,1
140141,691,622,1
140142,461,339,1
140145,1144,507,1
140147,787,543,1
140148,1053,239,1
140148,1073,573,1
140150,432,695,0
140152,267,502,1
140154,387,665,1
140155,68,40,1
140157,1276,30,1
140157,212,591,1
140159,150,595,0
140161,764,616,1
140161,703,380,1
140163,591,648,1
140165,1115,651,1
140166,272,264,1
140166,582,545,1
140170,1195,671,1
140171,1076,424,1
140173,643,310,0
140176,108,467,0
140182,954,31,1
140182,954,31,1
140189,900,391,1
140189,183,172,0
140191,10,16,1
140193,702,208,1
140198,486,165,1
140198,1256,170,1
140203,270,492,1
140204,40,694,1
140204,1008,335,1
140205,605,88,1
140206,148,104,1
140206,240,229,1
140206,382,146,1
140207,1003,157,1
140208,304,133,1
140209,1105,127,1
140209,1150,150,1
140209,265,234,1
140210,101,80,1
140210,101,80,1
140210,301,101,1
140211,1087,148,1
140211,1105,422,1
140212,305,711,1
140213,539,647,1
140213,1244,349,1
140213,736,489,1
140216,1218,4,1
140217,25,289,1
140222,242,488,1
140224,231,98,1
140225,178,503,1
140225,1255,467,1
140225,337,296,1
140227,122,237,1
140227,860,395,0
140231,616,438,1
140231,719,58,1
140236,1188,511,1
140238,1088,682,1
140238,1061,425,1
140238,1061,425,1
140243,902,390,1
140245,196,214,1
140246,542,57,1
140246,37,580,1
140247,830,210,1
140249,620,381,1
140250,902,386,1
140254,269,107,0
140254,725,89,1
140257,952,13,0
140264,245,488,0
140264,450,533,1
140264,450,533,1
140269,493,504,1
140271,210,235,1
140273,682,345,1
140273,682,345,1
140279,97,61,1
140281,684,129,1
140281,37,648,1
140284,824,119,0
140288,901,140,1
140291,1085,211,1
140293,42,322,1
140304,409,624,0
140304,163,86,0
140311,349,606,1
140311,1044,694,1
140316,600,308,0
140323,384,442,0
140328,1262,1,0
140329,612,140,1
140334,1190,594,0
140336,1132,320,0
140339,81,555,0
140339,1085,265,1
140341,203,451,0
140343,1273,136,1
140343,1038,307,1
140344,212,445,0
140352,323,626,0
140358,554,708,0
140363,120,350,0
140368,791,658,0
140379,1187,618,0
140381,851,227,0
140382,779,89,1
140382,1253,450,0
140386,819,708,0
140389,402,529,0
140392,279,612,0
140394,1197,445,1
140394,1197,445,1
140398,250,40,1
140398,611,155,0
140398,528,397,1
140398,604,546,1
140398,1180,332,0
140399,959,382,0
140401,714,243,0
140402,148,540,0
140405,1105,441,0
140407,846,430,1
140408,363,705,0
140411,881,144,1
140415,563,210,1
140416,430,396,1
140422,61,127,1
140423,706,29,0
140424,626,371,1
140426,1241,401,1
140427,897,236,1
140427,1096,194,1
140428,13,601,1
140428,585,483,1
140429,246,444,1
140430,952,80,0
140431,575,467,1
140432,465,527,1
140433,150,46,0
140434,365,346,1
140434,94,86,1
140435,571,648,1
140435,898,386,1
140436,174,578,1
140440,878,252,1
140441,781,137,1
140441,781,137,1
140442,843,224,1
140442,904,107,1
140442,511,351,1
140442,845,489,1
140450,1236,466,1
140450,1236,466,1
140450,233,182,1
140451,1193,314,1
140451,710,523,0
140452,701,354,1
140452,1003,466,1
140454,1255,575,1
140457,758,247,0
140459,37,346,1
140459,37,346,1
140460,1095,160,0
140462,206,372,1
140468,161,182,0
140472,21,706,1
140472,666,235,1
140473,1007,328,1
140482,1078,423,0
140487,358,112,0
140489,369,31,1
140490,830,515,1
140495,896,115,1
140496,820,50,1
140498,697,587,1
140498,1075,397,1
140499,805,23,1
140500,533,656,1
140504,480,59,1
140507,136,472,0
140508,152,2,1
140510,1213,501,1
140510,675,147,1
140512,1240,418,1
140513,196,238,1
140514,792,716,0
140514,250,296,1
140515,36,52,0
140516,41,328,1
140518,1105,512,1
140524,719,185,0
140525,36,707,1
140527,973,235,0
140541,96,629,0
140547,683,28,1
140557,493,221,0
140558,445,327,1
140559,12,626,1
140560,859,395,1
140564,180,260,0
140565,867,532,1
140569,435,211,0
140578,221,697,0
140584,795,69,1
140584,959,382,1
140585,587,706,1
140588,1034,539,1
140592,1054,23,0
140593,1157,633,1
140593,382,62,0
140596,1123,293,1
140597,367,560,1
140597,310,4,0
140602,950,15,0
140604,442,563,1
140614,340,648,0
140617,154,18,1
140617,1229,295,0
140618,135,571,0
140626,226,175,1
140627,226,175,1
140632,231,121,1
140632,222,251,1
140634,674,106,1
140634,1105,113,1
140636,1093,490,1
140637,6,610,1
140638,392,646,1
140641,422,700,1
140644,221,215,0
140647,121,104,0
140650,818,537,1
140651,1084,269,1
140653,1269,413,1
140653,548,626,1
140653,548,626,1
140654,325,475,1
140654,405,275,0
140655,333,648,1
140656,1047,323,1
140659,809,426,0
140662,452,205,1
140666,65,586,1
140669,226,677,1
140669,734,64,1
140670,734,64,1
140673,713,230,1
140678,1274,616,0
140681,56,663,0
140683,1002,435,1
140684,390,147,1
140689,370,169,1
140690,861,297,1
140692,213,74,1
140693,1111,383,1
140693,245,693,1
140697,730,454,1
140697,533,597,1
140700,734,648,1
140704,821,616,1
140716,298,133,1
140717,1248,502,0
140718,273,437,0
140720,1262,658,1
140721,371,157,1
140728,712,39,1
140731,204,385,1
140732,110,584,1
140733,1112,242,1
140733,1112,242,1
140744,155,33,1
140746,617,131,0
140749,145,173,1
140751,778,14,1
140751,679,578,0
140752,592,636,1
140752,698,283,1
140752,641,138,1
140753,35,10,1
140757,813,623,0
140761,329,197,1
140761,302,241,0
140762,359,688,1
140764,273,223,1
140765,906,392,1
140766,1220,516,0
140769,351,476,0
140770,449,114,0
140772,1187,542,1
140772,251,614,1
140773,220,449,1
140774,656,473,1
140775,264,182,1
140778,1151,301,1
140785,545,516,1
140786,1274,54,1
140787,656,160,1
140787,668,28,1
140788,627,153,1
140790,425,78,1
140790,970,349,1
140790,971,386,1
140794,141,677,1
140797,176,653,1
140801,437,475,1
140802,1140,279,1
140805,483,503,1
140805,130,696,1
140810,360,385,1
140812,794,394,1
140812,794,394,1
140813,1074,275,1
140813,672,135,1
140813,14,567,1
140814,834,676,1
140815,265,502,1
140815,1162,686,1
140818,816,475,1
140819,58,608,1
140820,98,249,1
140823,876,208,1
140824,325,478,1
140824,1035,682,1
140827,736,621,1
140827,744,95,0
140827,533,49,1
140827,619,162,1
140828,401,555,1
140829,1142,391,1
140830,697,98,1
140835,270,233,0
140837,998,112,1
140842,212,709,1
140843,690,458,1
140846,882,380,1
140846,882,380,1
140847,214,116,1
140848,1032,248,1
140849,183,172,1
140849,183,172,1
140852,128,690,1
140853,94,396,1
140854,447,712,1
140854,497,145,1
140855,733,55,1
140856,403,148,1
140857,473,93,1
140860,529,483,1
140861,558,432,1
140863,183,213,1
140866,994,643,1
140866,571,46,1
140866,1175,585,1
140867,1231,414,1
140867,569,710,1
140867,928,34,1
140867,44,457,1
140868,1241,38,1
140868,1241,38,1
140868,1006,93,1
140873,375,120,1
140873,375,120,1
140878,628,98,1
